QGC WPL 120
0	1	0	22	15	10	0	0	14.2643833160400391	16.5234375	500	1
1	0	0	16	0	10	0	0	5.26600790023803711	23.203125	500	1
2	0	0	16	0	10	0	0	4.21494293212890625	33.75	500	1
3	0	0	16	0	10	0	0	6.66460752487182617	44.296875	500	1
4	0	0	16	0	10	0	0	22.9179229736328125	34.453125	500	1
5	0	0	16	0	10	0	0	28.3043804168701172	26.3671875	500	1
6	0	0	16	0	10	0	0	27.3717670440673828	16.171875	500	1
7	0	0	16	0	10	0	0	23.2413463592529297	5.2734375	500	1
8	0	0	16	0	10	0	0	21.6165790557861328	-1.40625	500	1
9	0	0	16	0	10	0	0	19.6425876617431641	-12.3046875	500	1
10	0	0	16	0	10	0	0	20.3034172058105469	-21.4453125	500	1
11	0	0	16	0	10	0	0	31.0529346466064453	-15.46875	500	1
12	0	0	16	0	10	0	0	34.8859291076660156	3.515625	500	1
13	0	0	16	0	10	0	0	37.4399757385253906	21.09375	500	1
14	0	0	16	0	10	0	0	43.5803909301757812	30.5859375	500	1
15	0	0	16	0	10	0	0	51.1793441772460938	38.3203125	500	1
16	0	0	16	0	10	0	0	55.9737968444824219	47.8125	500	1
17	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
18	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
19	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
20	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
21	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
22	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
23	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
24	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
25	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
26	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
27	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
28	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
29	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
30	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
31	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
32	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
33	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
34	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
35	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
36	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
37	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
38	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
39	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
40	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
41	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
42	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
43	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
44	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
45	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
46	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
47	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
48	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
49	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
50	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
51	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
52	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
53	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
54	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
55	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
56	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
57	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
58	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
59	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
60	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
61	0	0	16	0	10	0	0	59.3555946350097656	56.25	500	1
