# Onboard parameters for system MAV 020
#
# MAV ID  COMPONENT ID  PARAM NAME  VALUE (FLOAT)
20	250	ACC_sortmtrx	273	5
20	250	ACC_still_flen	256	6
20	250	ACC_still_thr	                    0.006	9
20	250	ACC_xoffset	0	6
20	250	ACC_xpol	1	6
20	250	ACC_xsens	8192	6
20	250	ACC_yoffset	0	6
20	250	ACC_ypol	1	6
20	250	ACC_ysens	8192	6
20	250	ACC_zoffset	0	6
20	250	ACC_zpol	1	6
20	250	ACC_zsens	8192	6
20	250	ADC_MV_gain	8850	5
20	250	ADC_SV_gain	9050	5
20	250	ADC_car_I_b	0	6
20	250	ADC_car_I_k	0	6
20	250	ADC_mpxv_shift	128	5
20	250	ADC_plane_I_b	0	6
20	250	ADC_plane_I_k	0	6
20	250	ADIS_smplrtdiv	96	5
20	250	AHRS_accweight	                    0.005	9
20	250	AHRS_beta	                        1	9
20	250	AHRS_gpsweight	                     0.05	9
20	250	AHRS_magweight	                     0.05	9
20	250	AHRS_mode	1	5
20	250	AHRS_zeta	                        1	9
20	250	BAT_cap	3000	5
20	250	BAT_fill	0	5
20	250	FLEN_adc	16	6
20	250	FLEN_climb	16	6
20	250	FLEN_gnd_speed	16	6
20	250	FLEN_pres_dyn	16	6
20	250	FLEN_pres_stat	16	6
20	250	FLEN_reserved2	16	6
20	250	FLEN_reserved3	16	6
20	250	FLEN_reserved4	16	6
20	250	GLRT_acc_sigma	                     0.01	9
20	250	GLRT_gamma	                      100	9
20	250	GLRT_gyr_sigma	                     0.01	9
20	250	GLRT_samples	5	5
20	250	GNSS_dyn_model	8	5
20	250	GNSS_fix_period	200	5
20	250	LSMM_calmode	0	5
20	250	LSMM_ellip1	                        1	9
20	250	LSMM_ellip2	                        1	9
20	250	LSMM_ellip3	                        1	9
20	250	LSMM_ellip4	                        0	9
20	250	LSMM_ellip5	                        0	9
20	250	LSMM_ellip6	                        0	9
20	250	LSMM_gain	0	5
20	250	LSMM_sortmtrx	273	5
20	250	LSMM_vectorlen	                       10	9
20	250	LSMM_xoffset	                        0	9
20	250	LSMM_xpol	1	6
20	250	LSMM_xsens	                        1	9
20	250	LSMM_yoffset	                        0	9
20	250	LSMM_ypol	1	6
20	250	LSMM_ysens	                        1	9
20	250	LSMM_zoffset	                        0	9
20	250	LSMM_zpol	1	6
20	250	LSMM_zsens	                        1	9
20	250	MAG_declinate	                        7	9
20	250	MAG_still_flen	256	6
20	250	MAG_still_thr	                        1	9
20	250	MAG_zerocnt	512	5
20	250	MAG_zeroflen	256	6
20	250	MARG_acc_src	0	5
20	250	MARG_gyr_src	0	5
20	250	MARG_mag_src	0	5
20	250	MPUG_sortmtrx	273	5
20	250	MPUG_stillthr	                      0.1	9
20	250	MPUG_xpol	1	6
20	250	MPUG_xsens	                        1	9
20	250	MPUG_xt_c0	                        0	9
20	250	MPUG_xt_c1	                        0	9
20	250	MPUG_xt_c2	                        0	9
20	250	MPUG_ypol	1	6
20	250	MPUG_ysens	                        1	9
20	250	MPUG_yt_c0	                        0	9
20	250	MPUG_yt_c1	                        0	9
20	250	MPUG_yt_c2	                        0	9
20	250	MPUG_zerocnt	2048	6
20	250	MPUG_zeroflen	512	6
20	250	MPUG_zpol	1	6
20	250	MPUG_zsens	                        1	9
20	250	MPUG_zt_c0	                        0	9
20	250	MPUG_zt_c1	                        0	9
20	250	MPUG_zt_c2	                        0	9
20	250	MPU_acc_fs	3	5
20	250	MPU_dlpf	0	5
20	250	MPU_fir_f	0	6
20	250	MPU_gyr_fs	1	5
20	250	MPU_smplrtdiv	40	5
20	250	PID_00_D	                        0	9
20	250	PID_00_I	                        0	9
20	250	PID_00_Max	                     1.51	9
20	250	PID_00_Min	                    -1.51	9
20	250	PID_00_P	                      0.4	9
20	250	PID_00_proc	0	5
20	250	PID_01_D	                        0	9
20	250	PID_01_I	                        0	9
20	250	PID_01_Max	                        1	9
20	250	PID_01_Min	                       -1	9
20	250	PID_01_P	                       -1	9
20	250	PID_01_proc	1	5
20	250	PID_02_D	                        0	9
20	250	PID_02_I	                        0	9
20	250	PID_02_Max	                        0	9
20	250	PID_02_Min	                        0	9
20	250	PID_02_P	                        0	9
20	250	PID_02_proc	0	5
20	250	PID_03_D	                        0	9
20	250	PID_03_I	                        0	9
20	250	PID_03_Max	                        0	9
20	250	PID_03_Min	                        0	9
20	250	PID_03_P	                        0	9
20	250	PID_03_proc	0	5
20	250	PID_04_D	                        0	9
20	250	PID_04_I	                        0	9
20	250	PID_04_Max	                        0	9
20	250	PID_04_Min	                        0	9
20	250	PID_04_P	                        0	9
20	250	PID_04_proc	0	5
20	250	PID_05_D	                        0	9
20	250	PID_05_I	                        0	9
20	250	PID_05_Max	                        0	9
20	250	PID_05_Min	                        0	9
20	250	PID_05_P	                        0	9
20	250	PID_05_proc	0	5
20	250	PID_06_D	                        0	9
20	250	PID_06_I	                        0	9
20	250	PID_06_Max	                        0	9
20	250	PID_06_Min	                        0	9
20	250	PID_06_P	                        0	9
20	250	PID_06_proc	0	5
20	250	PID_07_D	                        0	9
20	250	PID_07_I	                        0	9
20	250	PID_07_Max	                        0	9
20	250	PID_07_Min	                        0	9
20	250	PID_07_P	                        0	9
20	250	PID_07_proc	0	5
20	250	PID_08_D	                        0	9
20	250	PID_08_I	                        0	9
20	250	PID_08_Max	                        0	9
20	250	PID_08_Min	                        0	9
20	250	PID_08_P	                        0	9
20	250	PID_08_proc	0	5
20	250	PID_09_D	                        0	9
20	250	PID_09_I	                        0	9
20	250	PID_09_Max	                        0	9
20	250	PID_09_Min	                        0	9
20	250	PID_09_P	                        0	9
20	250	PID_09_proc	0	5
20	250	PID_10_D	                        0	9
20	250	PID_10_I	                        0	9
20	250	PID_10_Max	                        0	9
20	250	PID_10_Min	                        0	9
20	250	PID_10_P	                        0	9
20	250	PID_10_proc	0	5
